id,text,label
ai_11,"Web search is a way to find information on the World Wide Web (also known as the internet). When you perform a web search, you enter a query, which is a word or phrase that describes what you are looking for, into a search engine. The search engine then searches through a database of websites and returns a list of results that match your query.



There are many different search engines available, such as Google, Bing, and Yahoo. Each search engine uses its own algorithms to rank the results and determine which websites are the most relevant to your query. You can usually access a search engine by going to its website or by using a search bar that is built into your web browser.



Web search is a useful tool for finding information on a wide variety of topics, including news, images, videos, products, and more. It is also a useful way to find websites that you might not have known about otherwise.",1
human_12,"Google Search (also known simply as Google) is a search engine provided by Google. Handling more than 3.5 billion searches per day, it has a 92% share of the global search engine market. It is also the most-visited website in the world.
The order of search results returned by Google is based, in part, on a priority rank system called ""PageRank"". Google Search also provides many different options for customized searches, using symbols to include, exclude, specify or require certain search behavior, and offers specialized interactive experiences, such as flight status and package tracking, weather forecasts, currency, unit, and time conversions, word definitions, and more.
The main purpose of Google Search is to search for text in publicly accessible documents offered by web servers, as opposed to other data, such as images or data contained in databases. It was originally developed in 1996 by Larry Page, Sergey Brin, and Scott Hassan. In 2011, Google introduced ""Google Voice Search"" to search for spoken, rather than typed, words. In 2012, Google introduced a Knowledge Graph semantic search feature.
Analysis of the frequency of search terms may indicate economic, social and health trends.[10] Data about the frequency of use of search terms on Google can be openly inquired via Google Trends and have been shown to correlate with flu outbreaks and unemployment levels, and provide the information faster than traditional reporting methods and surveys. As of mid-2016, Google's search engine has begun to rely on deep neural networks.[11]",0
ai_13,"Google Search is a web search engine developed by Google. It is the most widely used search engine on the World Wide Web, handling more than three billion searches each day. Google Search allows users to search for information on the Internet by entering keywords, or phrases, into a search field. The search results are then displayed as a list of web pages, with the most relevant pages appearing at the top of the list.



Google Search uses complex algorithms to determine the relevance and quality of the web pages it returns in response to a search query. These algorithms consider factors such as the number and quality of links to a page, the relevance of the page's content to the search query, and the presence of certain keywords on the page.



In addition to returning web pages, Google Search can also return other types of results, such as images, news articles, and videos. Users can also use advanced search options, such as searching within a specific website or searching for a specific type of file, to refine their search results.",1
human_14,"A recommender system, or a recommendation system (sometimes replacing 'system' with a synonym such as platform or engine), is a subclass of information filtering system that provide suggestions for items that are most pertinent to a particular user. Typically, the suggestions refer to various decision-making processes, such as what product to purchase, what music to listen to, or what online news to read. Recommender systems are particularly useful when an individual needs to choose an item from a potentially overwhelming number of items that a service may offer.
Recommender systems are used in a variety of areas, with commonly recognised examples taking the form of playlist generators for video and music services, product recommenders for online stores, or content recommenders for social media platforms and open web content recommenders. These systems can operate using a single input, like music, or multiple inputs within and across platforms like news, books and search queries. There are also popular recommender systems for specific topics like restaurants and online dating. Recommender systems have also been developed to explore research articles and experts, collaborators, and financial services.",0
ai_15,"A recommender system, or a recommendation system, is a subclass of information filtering system that seeks to predict the ""rating"" or ""preference"" a user would give to an item. Recommender systems are utilized in a variety of areas, but are most commonly recognized as playlist generators for video and music services, product recommenders for online stores, or content recommenders for social media platforms.



There are several methods used to build recommender systems, including:



Collaborative filtering: This method makes recommendations based on the past behavior of a group of users. It looks at the items that similar users have liked in the past, and recommends those items to the new user.



Content-based filtering: This method recommends items based on their attributes. It looks at the characteristics of an item and recommends similar items to the user.



Hybrid systems: These systems use both collaborative filtering and content-based filtering to make recommendations.



There are many potential applications for recommender systems, including product recommendations for e-commerce websites, movie recommendations for streaming services, and content recommendations for social media platforms. Recommender systems have the ability to improve the user experience by personalizing recommendations and highlighting items that may be of particular interest to the user.",1
human_16,"Amazon.com, Inc. (/ˈæməzɒn/ AM-ə-zon) is an American multinational technology company focusing on e-commerce, cloud computing, online advertising, digital streaming, and artificial intelligence. It has been referred to as ""one of the most influential economic and cultural forces in the world"", and is one of the world's most valuable brands. It is one of the Big Five American information technology companies, alongside Alphabet, Apple, Meta, and Microsoft.
Amazon was founded by Jeff Bezos from his garage in Bellevue, Washington, on July 5, 1994. Initially an online marketplace for books, it has expanded into a multitude of product categories, a strategy that has earned it the moniker The Everything Store. It has multiple subsidiaries including Amazon Web Services (cloud computing), Zoox (autonomous vehicles), Kuiper Systems (satellite Internet), and Amazon Lab126 (computer hardware R&D). Its other subsidiaries include Ring, Twitch, IMDb, and Whole Foods Market. Its acquisition of Whole Foods in August 2017 for US$13.4 billion substantially increased its footprint as a physical retailer.
Amazon has earned a reputation as a disruptor of well-established industries through technological innovation and ""aggressive"" reinvestment of profits into capital expenditures.[10][11][12][13] As of 2022, it is the world's largest online retailer and marketplace, smart speaker provider, cloud computing service through AWS,[14] live-streaming service through Twitch, and Internet company as measured by revenue and market share.[15] In 2021, it surpassed Walmart as the world's largest retailer outside of China, driven in large part by its paid subscription plan, Amazon Prime, which has over 200 million subscribers worldwide.[16][17] It is the second-largest private employer in the United States.[18]
Amazon also distributes a variety of downloadable and streaming content through its Amazon Prime Video, Amazon Music, Twitch, and Audible units. It publishes books through its publishing arm, Amazon Publishing, film and television content through Amazon Studios, and has been the owner of film and television studio Metro-Goldwyn-Mayer since March 2022. It also produces consumer electronics—most notably, Kindle e-readers, Echo devices, Fire tablets, and Fire TVs.
Amazon has been criticized for customer data collection practices,[19] a toxic work culture,[20] tax avoidance,[21][22] and anti-competitive behavior.[23][24]",0
ai_17,"Amazon is an American multinational technology company based in Seattle, Washington. It is one of the world's largest online retailers and provides a wide range of products and services, including electronic commerce, cloud computing, and artificial intelligence.



Amazon was founded by Jeff Bezos in 1994 as an online bookstore, and it has since expanded to sell a wide variety of products, including clothing, electronics, household items, and more. The company also offers a number of services, including Amazon Prime, which provides members with free shipping, streaming video and music, and other benefits.



In addition to its online retail operations, Amazon also operates a number of other businesses, including Amazon Web Services, which provides cloud computing services to companies and organizations around the world, and Amazon Studios, which produces original television shows and movies. The company has also invested in a number of other ventures, including healthcare, transportation, and artificial intelligence.",1
human_18,"Natural-language understanding (NLU) or natural-language interpretation (NLI) is a subtopic  of natural-language processing in artificial intelligence that deals with machine reading comprehension. Natural-language understanding is considered an AI-hard problem.
There is considerable commercial interest in the field because of its application to automated reasoning, machine translation, question answering, news-gathering, text categorization, voice-activation, archiving, and large-scale content analysis.",0
ai_19,"Natural-language understanding (NLU) is a subfield of natural-language processing (NLP) that focuses on the ability of a computer to analyze, understand, and interpret human language. It involves taking unstructured text or speech input and extracting meaning from it, in order to perform tasks such as answering questions, generating responses, or carrying out commands.



NLU systems typically use a combination of techniques from linguistics, computer science, and artificial intelligence to analyze the structure and meaning of language. This can involve identifying and analyzing the grammatical structure of sentences, recognizing and interpreting the meanings of words and phrases, and extracting information from text or speech.



NLU has a wide range of applications, including chatbots, voice assistants, language translation systems, and information retrieval systems. It is an active area of research in computer science and artificial intelligence, and has the potential to revolutionize how humans and computers interact.",1
human_20,"Amazon Alexa, also known simply as Alexa, is a virtual assistant technology largely based on a Polish speech synthesiser named Ivona, bought by Amazon in 2013. It was first used in the Amazon Echo smart speaker and the Echo Dot, Echo Studio and Amazon Tap speakers developed by Amazon Lab126. It is capable of voice interaction, music playback, making to-do lists, setting alarms, streaming podcasts, playing audiobooks, and providing weather, traffic, sports, and other real-time information, such as news. Alexa can also control several smart devices using itself as a home automation system. Users are able to extend the Alexa capabilities by installing ""skills"" (additional functionality developed by third-party vendors, in other settings more commonly called apps) such as weather programs and audio features. It uses automatic speech recognition, natural language processing, and other forms of weak AI to perform these tasks.
Most devices with Alexa allow users to activate the device using a wake-word (such as Alexa or Amazon); other devices (such as the Amazon mobile app on iOS or Android and Amazon Dash Wand) require the user to click a button to activate Alexa's listening mode, although, some phones also allow a user to say a command, such as ""Alexa"" or ""Alexa wake"".
As of November 2018[update], Amazon had more than 10,000 employees working on Alexa and related products. In January 2019, Amazon's devices team announced that they had sold over 100 million Alexa-enabled devices.
In September 2019, Amazon launched many new devices achieving many records while competing with the world's smart home industry. The new Echo Studio became the first smart speaker with 360 sound and Dolby sound. Other new devices included an Echo dot with a clock behind the fabric, a new third-generation Amazon Echo, Echo Show 8, a plug-in Echo device, Echo Flex, Alexa built-in wireless earphones, Echo buds, Alexa built-in spectacles, Echo frames, an Alexa built-in Ring, and Echo Loop.",0
ai_21,"Amazon Alexa is a virtual assistant developed by Amazon, which is designed to be used with smart home devices such as smart speakers and smart displays. It can be activated by saying the ""wake word"" ""Alexa,"" and can be used to play music, set alarms and timers, provide news and weather updates, answer questions, and perform a variety of other tasks. Alexa is activated by voice, and users can interact with it by speaking commands and asking questions. The virtual assistant can also be controlled using the Alexa app, which is available for smartphones and tablets. Amazon Alexa is a part of the Amazon Echo family of products, which includes smart speakers and other devices that are equipped with the Alexa virtual assistant.",1
human_22,"A self-driving car, also known as an autonomous car, driver-less car, or robotic car (robo-car), is a car that is capable of traveling without human input. Self-driving cars use sensors to perceive their surroundings, such as optical and thermographic cameras, radar, lidar, ultrasound/sonar, GPS, odometry and inertial measurement units. Control systems interpret sensory information to create a three-dimensional model of the surroundings. Based on the model, the car identifies appropriate navigation paths, and strategies for managing traffic controls (stop signs, etc.) and obstacles.[10][11]
Once the technology matures, autonomous vehicles are predicted to impact the automobile industry, health, welfare, urban planning, traffic, insurance, labor market and other fields. 
Autonomy in vehicles is often divided into six levels,[12] according to a system developed by SAE International (SAE J3016).[13] The SAE levels can be roughly understood as Level 0 – no automation; Level 1 – hands on/shared control; Level 2 – hands off; Level 3 – eyes off; Level 4 – mind off, and Level 5 – steering wheel optional.
As of December 2022[update], vehicles operating at Level 3 and above were an insignificant market factor. In December 2020, Waymo became the first service provider to offer driver-less taxi rides to the general public, in a part of Phoenix, Arizona. In March 2021, Honda was the first manufacturer to sell a legally approved Level 3 car.[14][15][16] Nuro began autonomous commercial delivery operations in California in 2021.[17] In December 2021, Mercedes-Benz received approval for a Level 3 car.[18] In February 2022, Cruise became the second service provider to offer driver-less taxi rides to the general public, in San Francisco.[19]
As of December 2022[update], several manufacturers had scaled back plans for self-driving technology, including Ford and Volkswagen.[20]",0
ai_23,"A self-driving car, also known as an autonomous vehicle or a driverless car, is a vehicle that is capable of sensing its environment and navigating without human input. Self-driving cars use a variety of technologies, such as cameras, radar, and lidar, to gather data about their surroundings and make decisions about how to navigate. They also use artificial intelligence (AI) algorithms to process this data and determine the best course of action.



Self-driving cars have the potential to revolutionize transportation by making it safer, more efficient, and more accessible. They can reduce the number of accidents caused by human error, improve traffic flow, and provide mobility to people who are unable to drive due to age, disability, or other factors. However, there are also concerns about the safety and reliability of self-driving cars, and there is ongoing debate about the appropriate level of regulation and oversight for these vehicles.",1
human_24,"Automated decision-making (ADM) involves the use of data, machines and algorithms to make decisions in a range of contexts, including public administration, business, health, education, law, employment, transport, media and entertainment, with varying degrees of human oversight or intervention. ADM involves large-scale data from a range of sources, such as databases, text, social media, sensors, images or speech, that is processed using various technologies including computer software, algorithms, machine learning, natural language processing, artificial intelligence, augmented intelligence and robotics. The increasing use of automated decision-making systems (ADMS) across a range of contexts presents many benefits and challenges to human society requiring consideration of the technical, legal, ethical, societal, educational, economic and health consequences.",0
ai_25,"Automated decision-making refers to the use of computer algorithms and other technologies to make decisions without human intervention. These decisions can be made based on data and rules that have been programmed into the system, and they can be made at a faster rate and with greater consistency than if they were made by humans.



Automated decision-making is used in a variety of settings, including finance, insurance, healthcare, and the criminal justice system. It is often used to improve efficiency, reduce the risk of errors, and make more objective decisions. However, it can also raise ethical concerns, particularly if the algorithms or data used to make the decisions are biased or if the consequences of the decisions are significant. In these cases, it may be important to have human oversight and review of the automated decision-making process to ensure that it is fair and just.",1
human_26,"A strategy game or strategic game is a game (e.g. a board game) in which the players' uncoerced, and often autonomous, decision-making skills have a high significance in determining the outcome. Almost all strategy games require internal decision tree-style thinking, and typically very high situational awareness.
Strategy games are also seen as a descendant of war games, and define strategy in terms of the context of war, but this is more partial. A strategy game is a game that relies primarily on strategy, and when it comes to defining what strategy is, two factors need to be taken into account: its complexity and game-scale actions, such as each placement in a Total War series. The definition of a strategy game in its cultural context should be any game that belongs to a tradition that goes back to war games, contains more strategy than the average video game, contains certain gameplay conventions, and is represented by a particular community. Although war is dominant in strategy games, it is not the whole story.",0
ai_27,"A strategic game is a type of game in which the players' decisions and actions have a significant impact on the outcome of the game. These games often involve a high level of planning and strategy, as players must consider the actions of their opponents and try to anticipate their moves. Strategic games can be played with a physical board or digitally, and they can be based on a variety of themes and genres, including war, economics, politics, and sports. Some examples of strategic games include chess, Go, Risk, and poker.",1
human_28,"Go is an abstract strategy board game for two players in which the aim is to surround more territory than the opponent. The game was invented in China more than 2,500 years ago and is believed to be the oldest board game continuously played to the present day. A 2016 survey by the International Go Federation's 75 member nations found that there are over 46 million people worldwide who know how to play Go and over 20 million current players, the majority of whom live in East Asia.
The playing pieces are called stones. One player uses the white stones and the other, black. The players take turns placing the stones on the vacant intersections (points) of a board. Once placed on the board, stones may not be moved, but stones are removed from the board if the stone (or group of stones) is surrounded by opposing stones on all orthogonally adjacent points, in which case the stone or group is captured. The game proceeds until neither player wishes to make another move. When a game concludes, the winner is determined by counting each player's surrounded territory along with captured stones and komi (points added to the score of the player with the white stones as compensation for playing second). Games may also be terminated by resignation.
The standard Go board has a 19×19 grid of lines, containing 361 points. Beginners often play on smaller 9×9 and 13×13 boards, and archaeological evidence shows that the game was played in earlier centuries on a board with a 17×17 grid. However, boards with a 19×19 grid had become standard by the time the game reached Korea in the 5th century CE and Japan in the 7th century CE.
Go was considered one of the four essential arts of the cultured aristocratic Chinese scholars in antiquity. The earliest written reference to the game is generally recognized as the historical annal Zuo Zhuan[10] (c. 4th century BCE).[11]
Despite its relatively simple rules, Go is extremely complex. Compared to chess, Go has both a larger board with more scope for play and longer games and, on average, many more alternatives to consider per move. The number of legal board positions in Go has been calculated to be approximately 2.1×10170,[12][a] which is vastly greater than the number of atoms in the observable universe, estimated to be of the order of 1080.[14]",0
ai_29,"Go is a board game that originated in China more than 2,500 years ago. It is played on a grid of 19 by 19 lines, with each player starting with an initial allotment of stones of their color (black or white). The goal of the game is to surround a larger total area of the board with your stones than your opponent does with theirs. Players take turns placing their stones on the intersections of the lines on the board, and the game ends when both players pass, indicating that they do not wish to make any more moves.



The game is known for its simple rules, but deep strategy and complexity. It is particularly popular in East Asia, and is played professionally in countries such as China, Japan, and South Korea. Go has also gained a following in other parts of the world, and international tournaments are held regularly. The game is widely recognized for the unique challenges it presents to players and for the mental discipline and concentration it requires.",1
human_30,"The AI effect occurs when onlookers discount the behavior of an artificial intelligence program by arguing that it is not real intelligence.
Author Pamela McCorduck writes: ""It's part of the history of the field of artificial intelligence that every time somebody figured out how to make a computer do something—play good checkers, solve simple but relatively informal problems—there was a chorus of critics to say, 'that's not thinking'."" Researcher Rodney Brooks complains: ""Every time we figure out a piece of it, it stops being magical; we say, 'Oh, that's just a computation.'""
""The AI effect"" is that line of thinking, the tendency to redefine AI to mean: ""AI is anything that has not been done yet."" This is the common public misperception, that as soon as AI successfully solves a problem, that solution method is no longer within the domain of AI.
McCorduck calls it an ""odd paradox"" that ""practical AI successes, computational programs that actually achieved intelligent behavior, were soon assimilated into whatever application domain they were found to be useful in, and became silent partners alongside other problem-solving approaches, which left AI researchers to deal only with the 'failures', the tough nuts that couldn't yet be cracked.""

When IBM's chess-playing computer Deep Blue succeeded in defeating Garry Kasparov in 1997, people complained that it had only used ""brute force methods"" and it wasn't real intelligence. Fred Reed writes:  Tesler's Theorem  is:
Douglas Hofstadter quotes this as do many other commentators.
When problems have not yet been formalised, they can still be characterised by a model of computation that includes human computation. The computational burden of a problem is split between a computer and a human: one part is solved by computer and the other part solved by a human.  This formalisation is referred to as human-assisted Turing machine.[10]",0
ai_31,"The ""AI effect"" refers to the phenomenon where people underestimate the capabilities of artificial intelligence (AI) because they perceive it as being similar to their own thought processes and behaviors. This can lead to a tendency to attribute intelligent behavior to other factors, such as the programmer or the underlying algorithms, rather than the AI system itself.



The AI effect can lead people to overestimate their own abilities and underestimate the potential of AI systems. For example, if a person is able to perform a task with relative ease, they may assume that the task is not particularly difficult or intelligent and therefore attribute their success to their own abilities rather than recognizing the potential of the AI system that may be assisting them.



Overall, the AI effect can be a barrier to understanding and appreciating the capabilities of AI systems, and can lead to a lack of appreciation for the value that AI can bring to various fields.",1
human_32,"Optical character recognition or optical character reader (OCR) is the electronic or mechanical conversion of images of typed, handwritten or printed text into machine-encoded text, whether from a scanned document, a photo of a document, a scene-photo (for example the text on signs and billboards in a landscape photo) or from subtitle text superimposed on an image (for example: from a television broadcast).
Widely used as a form of data entry from printed paper data records – whether passport documents, invoices, bank statements, computerized receipts, business cards, mail, printouts of static-data, or any suitable documentation – it is a common method of digitizing printed texts so that they can be electronically edited, searched, stored more compactly, displayed on-line, and used in machine processes such as cognitive computing, machine translation, (extracted) text-to-speech, key data and text mining. OCR is a field of research in pattern recognition, artificial intelligence and computer vision.
Early versions needed to be trained with images of each character, and worked on one font at a time. Advanced systems capable of producing a high degree of recognition accuracy for most fonts are now common, and with support for a variety of digital image file format inputs. Some systems are capable of reproducing formatted output that closely approximates the original page including images, columns, and other non-textual components.",0
ai_33,"Optical character recognition (OCR) is a technology that allows computers to recognize and process text that appears in images, such as scanned documents and digital photographs. It works by analyzing the shapes and patterns of the characters in the image and comparing them to a database of known characters. OCR software can be used to extract text from images and convert it into a digital format that can be edited and searched. OCR is commonly used in applications such as document scanning, data entry, and automatic indexing of documents. It can also be used to digitize handwritten text and to recognize text in languages that use non-Latin scripts, such as Chinese, Japanese, and Arabic.",1
human_34,"In the history of artificial intelligence, an AI winter is a period of reduced funding and interest in artificial intelligence research. The term was coined by analogy to the idea of a nuclear winter. The field has experienced several hype cycles, followed by disappointment and criticism, followed by funding cuts, followed by renewed interest years or even decades later.
The term first appeared in 1984 as the topic of a public debate at the annual meeting of AAAI (then called the ""American Association of Artificial Intelligence""). It is a chain reaction that begins with pessimism in the AI community, followed by pessimism in the press, followed by a severe cutback in funding, followed by the end of serious research. At the meeting, Roger Schank and Marvin Minsky—two leading AI researchers who had survived the ""winter"" of the 1970s—warned the business community that enthusiasm for AI had spiraled out of control in the 1980s and that disappointment would certainly follow. Three years later, the billion-dollar AI industry began to collapse.
Hype is common in many emerging technologies, such as the railway mania or the dot-com bubble. The AI winter was a result of such hype, due to over-inflated promises by developers, unnaturally high expectations from end-users, and extensive promotion in the media. Despite the rise and fall of AI's reputation, it has continued to develop new and successful technologies. AI researcher Rodney Brooks would complain in 2002 that ""there's this stupid myth out there that AI has failed, but AI is around you every second of the day."" In 2005, Ray Kurzweil agreed: ""Many observers still think that the AI winter was the end of the story and that nothing since has come of the AI field. Yet today many thousands of AI applications are deeply embedded in the infrastructure of every industry.""
Enthusiasm and optimism about AI has generally increased since its low point in the early 1990s. Beginning about 2012, interest in artificial intelligence (and especially the sub-field of machine learning) from the research and corporate communities led to a dramatic increase in funding and investment.
Quantum winter is the prospect of a similar development in quantum computing, anticipated or contemplated by Mikhail Dyakonov, Chris Hoofnagle, Simson Garfinkel, Victor Galitsky, and Nikita Gourianov.",0
ai_35,"An ""AI winter"" refers to a period of reduced funding and interest in artificial intelligence (AI) research and development. This can occur for a variety of reasons, such as the failure of AI technologies to meet expectations, negative public perceptions of AI, or shifts in funding priorities. During an AI winter, researchers and companies may experience difficulty obtaining funding for AI projects and there may be a general downturn in the field.



The term ""AI winter"" was coined in the 1980s, after a period of optimism and progress in the field of AI was followed by a period of setbacks and reduced funding. Since then, there have been several AI winters, in which funding and interest in the field declined, followed by periods of renewed interest and progress.



It is important to note that the term ""AI winter"" is often used metaphorically, and it is not a precise scientific term. The concept of an AI winter is used to describe periods of reduced funding and interest in the field of AI, but the severity and duration of these periods can vary.",1
