id,text,label
human_11,"—they will pull your credit report and perform a ""hard inquiry"" on your file. This means the inquiry will be noted in your credit report and count against you, slightly. This is perfectly normal. Just don't apply too many times too soon or it can begin to add up. They will want proof of your income by asking for recent pay stubs. With this information, your income and your credit profile, they will determine the maximum amount of credit they will lend you and at what interest rate. The better your credit profile, the more money they can lend and the lower the rate.  —that you want financed (the price of the car minus your down payment) that is the amount you can apply for and in that case the only factors they will determine are 1) whether or not you will be approved and 2) at what interest rate you will be approved. While interest rates generally follow the direction of the prime rate as dictated by the federal reserve, there are market fluctuations and variances from one lending institution to the next. Further, different institutions will have different criteria in terms of the amount of credit they deem you worthy of.  —you know the price of the car. Now determine how much you want to put down and take the difference to a bank or credit union. Or, work directly with the dealer. Dealers often give special deals if you finance through them. A common scenario is: 1) A person goes to the car dealer 2) test drives 3) negotiates the purchase price 4) the salesman works the numbers to determine your monthly payment through their own bank. Pay attention during that last process. This is also where they can gain leverage in the deal and make money through the interest rate by offering longer loan terms to maximize their returns on your loan. It's not necessarily a bad thing, it's just how they have to make their money in the deal. It's good to know so you can form your own analysis of the deal and make sure they don't completely bankrupt you.  —is that you can comfortable afford your monthly payment. The car dealers don't really know how much you can afford. They will try to determine to the best they can but only you really know. Don't take more than you can afford. be conservative about it. For example: Think you can only afford $300 a month? Budget it even lower and make yourself only afford $225 a month.",0
ai_12,"It's generally a good idea to get preapproved for a car loan before you start shopping for a new vehicle. This will give you a good idea of what you can afford, and it can also help you negotiate a better price with the dealership.To determine how much you should get preapproved for, you'll need to consider a few different factors:Your budget: Make sure you have a clear idea of how much you can afford to pay each month for a car loan. This will help you narrow down your options and ensure that you don't end up with a loan that's too expensive for you to handle.Your credit score: Your credit score will play a big role in determining how much you can borrow and at what interest rate. If you have good credit, you may be able to qualify for a larger loan with a lower interest rate.The type of vehicle you want: The cost of the vehicle you want to buy will also play a role in determining how much you can borrow. Keep in mind that you'll also need to factor in other costs, such as taxes, fees, and insurance.Your down payment: If you have a larger down payment, you may be able to qualify for a larger loan. A down payment can also help you secure a lower interest rate.Ultimately, the best way to determine how much you should get preapproved for is to work with a lender and figure out what you can afford based on your budget and credit profile.",1
ai_13,"There are several websites and resources that provide accurate and current exchange rates for consumers. Some options include:Bank websites: Many banks provide exchange rate information on their websites. You can typically find this information by searching for ""currency exchange rates"" or a similar term on the bank's website.Online currency converters: There are numerous online currency converters available that allow you to look up current exchange rates for various currencies. Some examples include XE.com, Google, and Yahoo Finance.Mobile apps: There are also many mobile apps that provide current exchange rates. Some popular options include XE Currency, Yahoo Finance, and Bloomberg.It's worth noting that exchange rates can fluctuate frequently, so it's a good idea to check for the most up-to-date rates before making any currency exchange transactions.",1
human_14,"The difference between TMUSP and TMUS is that the ""with P"" ticker is for a TMobile Preferred Stock offering.  The ""without P"" ticker is for TMobile common stock.  The difference between the apparent percentage yields is due to Yahoo! Stock misreporting the dividend on the preferred stock for the common stock, which has not paid a dividend (thanks Brick for pointing this out!) Preferred stock holders get paid first in the event of liquidation, in most scenarios they get paid first.  They sometimes get better returns.  They typically lack voting rights, and after a grace period, they may be recalled by the company at a fixed price (set when they were issued). Common stock holders can vote to alter the board of directors, and are the epitome of the typical ""I own a trivial fraction of the company"" model that most people think of when owning stocks. As the common stock is valued at much less, it appears that the percent yield is much higher, but in reality, it's 0%.",0
ai_15,"TMUSP and TMUS are both ticker symbols for T-Mobile US, Inc., which is a telecommunications company that provides wireless and internet services. However, they may represent different classes of stock or securities.TMUSP may refer to T-Mobile US, Inc.'s Class A common stock, which is a type of stock that generally has voting rights and may be traded on a public exchange, such as the New York Stock Exchange (NYSE).TMUS may refer to T-Mobile US, Inc.'s Class B common stock, which may have different voting rights or other rights compared to Class A common stock. Class B common stock may also be traded on a public exchange, but it may have different market conditions or liquidity compared to Class A common stock.It's important to note that the rights and privileges associated with different classes of stock can vary significantly and may be determined by the company's articles of incorporation or bylaws. If you are considering investing in T-Mobile US, Inc. or any other company, it's important to carefully review the terms and conditions of the securities being offered and to consult with a financial professional or legal advisor.",1
human_16,"All Bank fees were included in the service tax ambit [For example Check bounce, issue of duplicate statement, fees charged for remittance etc]. However as quite a few Banks structured the Remittance Business to show less charges and cover the difference in the Fx rate involved, the Govt has redone the service tax and one needs to pay Rs 120 for an amount of Rs 100,000.  There is no way to avoid service tax on remittance if you are using a remittance service.",0
ai_17,"In general, there may be taxes or fees associated with transferring money from Australia to India. It is important to understand the specific regulations and laws in both countries, as well as any fees charged by the financial institutions or money transfer service providers involved in the transaction.One option to potentially avoid service tax on the receiving end in India is to use a service that specifically offers tax-free money transfers, such as a service that uses cryptocurrency or a service that is exempt from taxes under Indian law. It is important to thoroughly research and compare the available options to determine which service may be the most appropriate for your needs.It is also a good idea to consult with a financial advisor or tax professional in both Australia and India to ensure that you are fully aware of any applicable taxes or fees and to ensure that the transfer is completed in compliance with all relevant laws and regulations.",1
human_18,"Uncertainty has very far reaching effects.   Oil is up ~100% since February and down ~40% from it's 52 week high (and down even more on a longer timeline).  It's not exactly a stable investment vehicle and moves a few percent each day on basically nothing.  A lot of securities will be bouncing around for the next couple weeks at least while folks remain uncertain about what the ""brexit"" will actually mean.",0
ai_19,"The Brexit, or the United Kingdom's withdrawal from the European Union, is not directly responsible for the fall in crude oil prices. Crude oil prices are determined by a variety of factors, including global supply and demand, political instability in oil-producing countries, and the strength of the US dollar (since oil is priced in dollars).However, the Brexit may have indirectly affected oil prices by affecting the global economy. The UK is a major economic player, and the uncertainty surrounding the Brexit process may have contributed to economic uncertainty and weaker demand for crude oil. Additionally, the Brexit may have had an impact on the value of the British pound, which may have affected the price of oil in pounds.",1
human_20,"How much should my down payment be? Ideally 20% of the purchase price because with 20% of the purchase price, you don't have to pay a costly private mortgage insurance (PMI).  If you don't have 20% down and come across a good property to purchase, it is still a good idea to go forward with purchasing with what you are comfortable with, because renting long term is generally never a good idea if you want to build wealth and become financially independent. How much should I keep in my emergency fund? People say 3-12 months of living expenses.  Keep in mind though, in most cases, if you lose your job, you are entitled to unemployment benefits from the government. How long should my mortgage be? 30 year amortization is the best. You can always opt to pay more each month.  But having that leverage with a 30 year loan can allow you to invest your savings in other opportunities, which can yield more than mortgage interest. Best of luck!",0
ai_21,"The size of your down payment on a house will depend on a variety of factors, including the price of the home, the type of mortgage you are obtaining, and your personal financial situation. Here are some general guidelines to consider:Conventional wisdom suggests that you should aim for a down payment of at least 20% of the purchase price of the home. This is because mortgage lenders typically require a down payment of at least 20% in order to avoid private mortgage insurance (PMI), which is an insurance policy that protects the lender in case you default on your loan. PMI can add significantly to your monthly mortgage payments, so avoiding it can save you a significant amount of money over the life of your loan.However, it is possible to obtain a mortgage with a down payment of less than 20%. Many lenders offer programs that allow you to put down as little as 3% or even 0% in some cases. These loans typically come with higher interest rates and may require you to pay PMI, so they may not be the best option if you have the means to make a larger down payment.In addition to the size of your down payment, you should also consider other factors such as your overall financial situation, your ability to save for a down payment, and your long-term financial goals. It may be worth saving up for a larger down payment if it means you can get a lower interest rate on your mortgage, or if it means you will have more equity in your home. On the other hand, if you have the opportunity to buy a home with a smaller down payment and it makes sense for your financial situation, it may be worth considering.Ultimately, the size of your down payment will depend on your personal financial circumstances and your long-term financial goals. It is important to carefully consider all of these factors before making a decision about how much to put down on a house.",1
human_22,"Use VTIVX. The ""Target Retirement 2045"" and ""Target Retirement 2045 Trust Plus"" are the same underlying fund, but the latter is offered through employers.  The only differences I see are the expense ratio and the minimum investment dollars.  But for the purposes of comparing funds, it should be pretty close. Here is the list of all of Vanguard's target retirement funds. Also, note that the ""Trust Plus"" hasn't been around as long, so you don't see the returns beyond the last few years.  That's another reason to use plain VTIVX for comparison. See also: Why doesn't a mutual fund in my 401(k) have a ticker symbol?",0
ai_23,"The ticker symbol for the Vanguard Target Retirement 2045 Trust Plus is ""VTIVX."" This is a mutual fund managed by Vanguard Group, Inc., and it is designed for investors who are planning to retire in or around the year 2045. The fund invests in a diversified mix of stocks, bonds, and other securities with the aim of providing long-term growth and income. It is important to note that the specific ticker symbol may vary depending on the brokerage or platform you are using to access the fund. It is always a good idea to confirm the ticker symbol with your broker or financial advisor before making any investment decisions.",1
human_24,"Probably a bad assumption, but I'm assuming your in the United States. Keep in mind, that the check number is printed in 2 places on the front of each check. First, in the upper right corner, and also along the bottom edge on of the check. Since the check number is scanned by the bank from the bottom edge of the check, covering or otherwise modifying the check number on the upper left corner will have no effect on the check number that is recorded when the check is processed. And, you can't modify or cover the numbers or place any marks in the area of the numbers along the bottom of the check as this will likely interfere with processing of checks. So, modifying the check numbers will not work. Your choices are basically to:   The check numbers are not used in any way in clearing the check, the numbers are only for your convenience, so processing checks with duplicate numbers won't matter.  The check numbers are recorded when processed at your bank so they can be shown on your printed and online statements. The only time the check number might be important is if you had to ""stop payment"" on a particular check, or otherwise inquire about a particular check. But this should not really be an issue because by the time you have used up the first batch of checks, and start using the checks with duplicate numbers, the first use of the early duplicate numbered checks will be sufficiently long ago that there should not be any chance of processing checks with duplicate numbers at the same time. You didn't mention how many checks you have with duplicate numbers, or how frequently you actually write checks so that may play a part in your decision. In my case, 100 checks will last me literally years, so it wouldn't be a problem for me.",0
ai_25,"If you have received check stock with incorrect information printed on it, you should contact the company or individual that provided the check stock as soon as possible. They will be able to assist you in obtaining new check stock with the correct information. It is important to resolve this issue as soon as possible, as using checks with incorrect information can cause problems when you try to use them. For example, if the name or address on the check is incorrect, the check may not be accepted by the bank or the recipient. If you are unable to resolve the issue with the company or individual that provided the check stock, you may need to contact your bank for further assistance.",1
ai_26,"If you have check stock with incorrect information printed on it, you will need to get new check stock with the correct information. It is important to have accurate and up-to-date information on your check stock to avoid potential issues with payments being processed or declined.There are a few different options for obtaining new check stock:Contact the company from which you purchased the original check stock. They may be able to provide you with a replacement set of check stock with the correct information.Purchase new check stock from a different company. There are many companies that sell check stock, and you may be able to find a supplier that can provide you with the correct information.Create your own check stock using check printing software. There are a number of software programs available that allow you to create and print your own check stock using a personal computer and printer. This option may be more cost-effective, but it is important to ensure that the check stock meets all necessary security and formatting requirements.Regardless of which option you choose, it is important to act quickly to get new check stock to avoid any potential issues with payments being processed or declined.",1
ai_27,"Yes, there are some banks in the United States that do not charge a fee for incoming wire transfers. However, it is important to note that while the bank may not charge a fee for the transfer, the sender's bank or the intermediary bank may still charge a fee for sending the wire. In addition, some banks may have minimum account balance requirements or other account-specific conditions that must be met in order to receive incoming wire transfers without a fee.It is always a good idea to check with the bank directly to confirm its policies on incoming wire transfer fees and any other conditions that may apply. You can also shop around and compare the fees and policies of different banks to find one that meets your needs.",1
human_28,"In 2005, Apple announced a split on Feb 11... CUPERTINO, California — February 11, 2005 — Apple® announced today that its Board of Directors has approved a two-for-one split of the Company’s common stock and a proportional increase in the number of Apple common shares authorized from 900 million to 1.8 billion. Each shareholder of record at the close of business on February 18, 2005 will receive one additional share for every outstanding share held on the record date, and trading will begin on a split-adjusted basis on February 28, 2005. ...one month after announcing earnings. CUPERTINO, California—January 12, 2005—Apple® today announced financial results for its fiscal 2005 first quarter ended December 25, 2004. For the quarter, the Company posted a net profit of $295 million, or $.70 per diluted share. These results compare to a net profit of $63 million, or $.17 per diluted share, in the year-ago quarter. Revenue for the quarter was $3.49 billion, up 74 percent from the year-ago quarter. Gross margin was 28.5 percent, up from 26.7 percent in the year-ago quarter. International sales accounted for 41 percent of the quarter’s revenue. I wouldn't expect Apple to offer another split, as it's become somewhat fashionable among tech companies to have high stock prices (see GOOG or NFLX or even BRK-A/BRK-B).  Additionally, as a split does nothing to the underlying value of the company, it shouldn't affect your decision to purchase AAPL.  (That said, it may change the perception of a stock as ""cheap"" or ""expensive"" per human psychology). So, to answer your question: companies will usually announce a stock split after releasing their financial results for the preceding fiscal year. Regardless of results, though, splits happen when the board decides it is advantageous to the company to split its stocks.",0
ai_29,"Companies typically announce stock splits when the market price of their stock has risen significantly, and they want to make it more affordable for individual investors to purchase shares. A stock split involves increasing the number of outstanding shares of a company's stock, while simultaneously decreasing the price of each share. For example, if a company announces a 2-for-1 stock split, this means that each shareholder will receive an additional share of stock for every share they currently own, and the price of each share will be halved. The overall value of an individual's investment in the company remains the same after a stock split, but the lower price per share may make it more appealing to potential investors.Stock splits are usually announced by the company's board of directors, and are typically implemented through a stock dividend. After a stock split is announced, it typically takes a few weeks for the split to be completed, as the company's stock transfer agent needs to issue the additional shares and adjust the stock price.",1
human_30,"Basically a company who provides health insurance for their employees provides it as part of the employee's salary package. This is an expense by the company in its pursuit of making income. In general, tax deductions are available on any expense incurred in deriving income (the exception is when social policy allows deductions for other types of expenses). If you pay for your own health insurance individually, then this expense is not an expense for you to derive your income, and as such is not tax deductible.",0
ai_31,"In the United States, employer-provided health insurance is generally tax-free for both the employer and the employee. This tax exclusion for employer-provided health insurance was established in the 1940s as a way to provide a financial incentive for employers to offer health coverage to their employees.The tax exclusion for employer-provided health insurance applies to the premiums that the employer pays for the coverage, as well as any contributions the employee makes to the cost of the coverage through payroll deductions. It also applies to the value of any benefits received under the plan, such as coverage for medical expenses or prescription drugs.On the other hand, individual health insurance, which is purchased by individuals directly from insurers or through the health insurance marketplace, is generally not tax-free. This means that individuals who purchase their own health insurance must pay taxes on the premiums they pay for the coverage. However, there are some tax credits and subsidies available to help lower-income individuals afford the cost of individual health insurance.It's important to note that the tax treatment of health insurance may vary depending on the specific circumstances and the specific type of health insurance coverage. It's always a good idea to consult with a tax professional or refer to the Internal Revenue Service (IRS) for more information on the tax treatment of health insurance.",1
human_32,"Options do act, somewhat, like insurance.... However.... An insurance policy will not have such short term expiration time frames. A 20 year term life insurance policy can be thought of as insurance with an expiration. But the expiration on options is in weeks, not decades.  So (IMO) options make terrible insurance policies because of the very short term expirations they have.",0
ai_33,"Unemployment insurance is a government-run program that provides financial assistance to individuals who have lost their job through no fault of their own. It is designed to provide temporary income to help people meet their basic needs while they are looking for new employment.To qualify for unemployment insurance, individuals must meet certain eligibility requirements, which vary from state to state. Generally, individuals must have been employed for a certain period of time and must have lost their job through no fault of their own, such as being laid off or let go due to economic conditions or company restructuring.Unemployment insurance is typically funded through payroll taxes paid by employers. In most states, employees are also required to pay a small portion of their wages into the unemployment insurance fund.To apply for unemployment insurance, individuals must generally file a claim with the state unemployment agency. The process for filing a claim and receiving benefits varies from state to state, but generally, individuals will need to provide proof of their employment and the reason they lost their job.If you have lost your job and think you may be eligible for unemployment insurance, it is important to contact your state unemployment agency as soon as possible to learn more about the process and to begin the application process.",1
human_34,"Please note that if you are self employed, then the profit sharing limit for both the SEP and Solo 401(k) is 20% of compensation, not 25%. There is no need for a SEP-IRA in this case.  In addition to the 401(k) at work, you have a solo-401(k) for your consulting business.  You can contribute $18,000 on the employee side across the two 401(k) plans however you wish.  You can also contribute profit sharing up to 20% of compensation in your solo 401(k) plan.  However, the profit sharing limit aggregates across all plans for your consulting business.  If you max that out in your solo 401(k), then you cannot contribute to the SEP IRA. In other words, the solo 401(k) dominates the SEP IRA in terms of contributions and shares a limit on the profit-sharing contribution.  If you have a solo 401(k), there is never a reason to have a SEP for the same company. Example reference: Can I Contribute to a solo 401(k) and SEP for the same company?",0
ai_35,"It's generally a good idea to have multiple retirement savings accounts, as it can help you diversify your investments and potentially increase your overall retirement savings. Having two 401(k) accounts and a SEP-IRA can be a good way to save for retirement, depending on your specific financial situation and goals.A 401(k) is a type of retirement savings plan offered by many employers. It allows employees to contribute a portion of their salary on a tax-deferred basis, meaning that the contributions are made with pre-tax dollars and are not subject to income tax until they are withdrawn in retirement. Employers may also contribute to their employees' 401(k) accounts, typically in the form of matching contributions.A SEP-IRA (Simplified Employee Pension Individual Retirement Account) is a type of retirement savings account that is available to self-employed individuals and small business owners. It works similarly to a traditional IRA, in that contributions are made on a tax-deferred basis and can potentially be deducted from your income tax return. However, unlike a traditional IRA, a SEP-IRA allows for much higher contribution limits, making it a good option for self-employed individuals who want to save a significant amount for retirement.It's important to carefully consider the terms of each retirement savings account, including the contribution limits, investment options, and fees, in order to choose the options that best meet your needs. It may also be a good idea to consult with a financial advisor or tax professional to help you determine the best strategy for saving for retirement.",1
human_36,"An option gives you the option rather than the obligation to buy (or sell) the underlying so you don't have to exercise you can just let the option expire (so long it doesn't have an automatic expiry). After expiration the option is worthless if it is out of the money but other than that has no hangover. Option prices normally drop as the time value of the option decays. An option has two values associated with it; time value and exercise value. Far out of the money (when the price of the underlying is far from the strike price on the losing side) options only have time value whereas deep in the money options (as yours seems to be) has some time value as well as the intrinsic value of the right to buy (sell) at a low (high) price and then sell (buy) the underlying.  The time value of the option comes from the possibility that the price of the underlying will move (further) in your favour and make you more money at expiry. As expiry closes it is less likely that there will be a favourable mood so this value declines which can cause prices to move sharply after a period of little to no revaluing. Up to now what I have said applies to both OTC and traded options but exchange traded options have another level of complexity in their trading; because there are fewer traders in the options market the size of trade at which you can move the market is much lower. On the equities markets you may need to trade millions of shares to have be substantial enough to significantly move a price, on the options markets it could be thousands or even hundreds. If these are European style options (which sounds likely) and a single trading entity was holding a large number of the exchange traded options and now thinks that the price will move significantly against them before expiry their sell trade will move the market lower in spite of the options being in the money. Their trade is based on their supposition that by the time they can exercise the option the price will be below the strike and they will lose money. They have cashed out at a price that suited them and limited what they will lose if they are right about the underlying. If I am not correct in my excise style assumption (European) I may need more details on the trade as it seems like you should just exercise now and take the profit if it is that far into the money.",0
ai_37,"A sudden drop in the bid price of a stock or other security can be caused by a variety of factors. Some possible reasons for a sudden drop in the bid price could include:Negative news or rumors about the company or industryA downgrade of the company's credit ratingChanges in market conditions or investor sentimentTechnical factors, such as a high volume of sell ordersInsider selling or other unusual trading activityIt's important to note that the bid price is the highest price that a buyer is willing to pay for a security, while the ask price is the lowest price that a seller is willing to accept. The difference between the bid and ask price is known as the ""spread."" A sudden drop in the bid price could indicate that there is less demand for the security, while a sudden increase in the bid price could indicate that there is more demand.",1
ai_38,"A sudden drop in the bid price of a security can occur for a variety of reasons. It could be due to a change in market conditions, a negative news event affecting the company or sector, or a large sell-off by investors. It is important to keep in mind that the bid price is the highest price that a buyer is willing to pay for a security, while the ask price is the lowest price that a seller is willing to accept. The difference between the bid and ask price is known as the spread. When the bid price drops significantly, it could indicate that there is less demand for the security, and that buyers are not willing to pay as much for it. As a result, the price of the security could continue to decline. If you are concerned about a sudden drop in the bid price of a security that you own, it might be a good idea to consult with a financial advisor or do further research to understand the potential causes and assess the long-term prospects for the security.",1
ai_39,"The tax treatment of capital gains depends on how long you held the asset before selling it. If you held the asset for one year or less before selling it, the gain is considered a short-term capital gain. Short-term capital gains are taxed at your ordinary income tax rate, which is based on your tax bracket.If you held the asset for more than one year before selling it, the gain is considered a long-term capital gain. Long-term capital gains are taxed at a lower rate than short-term capital gains and ordinary income. The specific tax rate for long-term capital gains depends on your tax bracket.For example, for tax year 2021, if you are in the 24% tax bracket, your long-term capital gains tax rate is 15%. If you are in the 37% tax bracket, your long-term capital gains tax rate is 20%.It's important to note that these tax rates apply to the total amount of your capital gains for the year, not to each individual investment. So, if you have multiple investments that resulted in capital gains or losses during the year, you will need to calculate your net capital gain or loss for the year by adding up all of your capital gains and losses and then applying the appropriate tax rate.",1
human_40,"Depends on the insurance company itself, as well as the costs of treatments. Imagine an ideal scenario where costs of treatments stayed the same, and that all insurance plans were segregated and pulled from the same pool of funds to pay for treatments. Then employer subsidized health insurance plans would be unaffected by the drama in the ACA plans. Those are the factors to consider, from my understanding. But I wouldn't be surprised if the burdens of accepting people that would previously never have been serviced by these companies has greatly distorted the market as a whole.",0
